chain_anchor_id,evo_level,race_id,race_name
198,18,197,卡布罗
198,36,198,卡布罗格
201,0,199,风雷
201,20,200,旋风雷
201,40,201,轰天雷
204,0,202,圣亚
204,20,203,圣地亚
204,40,204,圣地亚哥
207,0,205,小火猪
207,20,206,赤火猪
207,40,207,赤火野猪
208,,208,黑小问
209,,209,花冠公主
210,,210,圣甲虫
212,0,211,小火龙
212,40,212,火龙
213,,213,石像守卫
215,0,214,青龙幼灵
215,40,215,青龙灵兽
216,,216,兵蚁
217,,217,工蚁
218,,218,守护力士
219,,219,守护法师
220,,220,蚁族圣斗士
221,,221,蚁族魔斗士
222,,222,贝德威尓
223,,223,兰斯罗特
224,,224,哥拉海德
225,,225,保斯
226,0,115,小刀蚁
226,40,226,蚁将军
227,,227,变异蚁将军
230,0,228,艾尔
230,20,229,艾尔克
230,40,230,艾尔利克
233,0,231,大眼甲
233,20,232,刺头甲
233,40,233,坚盾甲
236,0,234,乌云娃娃
236,20,235,电闪娃娃
236,40,236,雷鸣女王
237,,237,尖翼蝙蝠
238,,238,阿努比斯
239,,239,狂暴天狼
240,,240,法老王
241,,241,毒菇球
242,,242,金刚蛤蟆
243,,243,下水猛鳄
244,,244,牛角滴滴
245,,245,斗魂星云棒
246,,246,斗魂星云棒
247,,247,小麦巨魔
248,,248,熔岩王
249,,249,尤莱亚
252,0,250,小龙鸟
252,20,251,龙鸟
252,40,252,恐龙鸟
255,0,253,绅士企鹅
255,20,254,嘻哈企鹅
255,40,255,活力企鹅
258,0,256,水冻宝宝
258,20,257,水冻精灵
258,40,258,水冻贝
261,0,259,木羊羊
261,20,260,卷角木羊
261,40,261,圆角木羊
264,0,262,小红灯
264,20,263,大眼黄灯
264,40,264,走马花灯
265,,265,红火兔
266,,266,绿叶熊
267,,267,黄金朵朵兔
268,,268,南瓜小怪
269,,269,威尔斯
270,,270,木人桩
271,,271,小龙人
272,,272,曼珠沙华
275,0,273,小燕子
275,20,274,燕子神偷
275,40,275,燕尾怪盗
278,0,276,赤火鸟
278,20,277,烈火鸟
278,40,278,烈焰鸟
281,0,279,书克
281,20,280,绿皮书克
281,40,281,飞行魔书
284,0,282,沙克
284,20,283,大尾沙克
284,40,284,暴风沙克
287,0,285,小铃铛
287,20,286,雪铃铛
287,40,287,雪风铃
290,0,288,小神龙
290,20,289,腾云龙
290,40,290,七星神龙
293,0,291,火耳猴
293,20,292,火焰猴
293,40,293,焚天大圣
296,0,294,木格熊
296,20,295,棕叶熊
296,40,296,棕叶战熊
299,0,297,迷你马
299,20,298,迷彩马
299,40,299,斑斓神马
300,,300,雪橇娃娃
301,,301,达鲁
302,,302,龙族重剑士
303,,303,龙族神射手
304,,304,帕克
305,,305,龙族大法师
306,,306,八爪鱼
307,,307,利飞
308,,308,无形怪
311,0,309,小八爪
311,20,310,机械八爪鱼
311,40,311,电击八爪鱼
314,0,312,冰糖
314,20,313,冰块
314,40,314,冰晶
317,0,315,莱特
317,20,316,光明莱特
317,40,317,天使莱特
318,,318,忍者橙
319,,319,科克
320,,320,雷帝神
321,,321,幽灵
322,,322,达达
323,0,3219,小梅卡
323,40,323,梅卡
324,,324,钢铁达鲁
325,,325,巨人守卫
326,,326,炎魔
327,,327,月魔
328,,328,SR战士
329,,329,强袭SR
332,,332,邪恶霹雳
333,,333,钢铁科克
334,,334,组合机器人
339,0,337,小磁狗
339,20,338,霹雳狗
339,40,339,霹雳闪电狗
340,,340,机械木乃伊
343,0,341,钻头小子
343,20,342,冲锋钻
343,40,343,霸王钻
346,0,344,小乖雷格
346,20,345,神枪雷格
346,40,346,海盗雷格
349,0,347,紫怨
349,20,348,紫管狐
349,40,349,暗夜紫管狐
352,0,350,美美梦
352,20,351,梦凯琳
352,40,352,洛拉依梦
355,0,353,希希小梦
355,20,354,梦佩娅
355,40,355,梦拉丽莎
358,0,356,寒刺
358,20,357,寒莽
358,40,358,寒烈
360,,360,苹果智能炮
361,,361,风筝雷电射线
364,0,362,小鱼儿
364,20,363,巡海小鱼
364,40,364,海夜叉
365,,365,卡卡洛特
366,,366,小号卡卡
367,,367,提琴卡卡
368,,368,竖琴卡卡
369,,369,暗影甲龙
370,,370,萨克斯卡卡
371,,371,伊尼
372,,372,功夫伊尼
373,,373,工程伊尼
374,,374,科学伊尼
375,,375,邮差伊尼
378,0,376,绿叶兽
378,20,377,蓝晶绿叶兽
378,40,378,绿叶精灵
382,0,380,阿诺
382,20,381,匹诺
382,40,382,十字匹诺
383,,383,音爵卡卡
386,0,384,蘑菇小兵
386,20,385,蘑菇炮
386,40,386,冲锋蘑菇炮
387,,387,玄武幼灵
388,,388,玄武灵兽
391,0,389,蓝灯
391,20,390,蓝威
391,40,391,蓝色酷波
394,0,392,小犀
394,20,393,犀牛小怪
394,40,394,犀牛战豪
397,0,395,丁丁
397,20,396,幽幽灵
397,40,397,红发战灵
398,0,379,托比
398,40,398,托马斯
399,,399,寒风云
400,,400,迅猛龙
401,,401,梁龙
402,,402,翼龙
403,,403,鱼龙
404,,404,霸王龙
405,,405,星辰毁灭者
408,0,406,粉嘟嘟
408,20,407,水蓝龙
408,40,408,青翼绿龙
411,0,409,小白狗
411,18,410,卡拉酱
411,36,411,卡拉
414,0,412,圈圈牛
414,20,413,火焰牛仔
414,40,414,火云牛斗士
415,0,413,火焰牛仔
415,16,414,火云牛斗士
415,32,415,埃黑多夫
418,0,416,山脉小子
418,20,417,山脉之子
418,40,418,山脉之魂
421,0,419,
421,16,420,
421,32,421,冰沙斗士
424,0,422,小小鸟
424,20,423,带刀小鸟
424,40,424,鸟族武士
427,0,425,星星甲虫
427,20,426,翼甲虫
427,40,427,星光角斗士
430,0,428,黑白小兵
430,20,429,黑白护卫
430,40,430,黑白国王
433,0,431,伊蓝
433,20,432,伊雾
433,40,433,伊雾女王
436,0,434,黑暗精灵
436,20,435,黑暗巡者
436,40,436,黑暗守卫
439,0,437,月鸟
439,20,438,明月鸟
439,40,439,皓月鸟
442,0,440,月月鸟
442,20,441,大鹏鸟
442,40,442,巨翅金鹏
445,0,443,小嘟
445,20,444,嘟嘟护法
445,40,445,嘟嘟长老
446,,446,土拨鼠
447,,447,土拨鼠机器人
448,0,446,土拨鼠
448,18,447,土拨鼠机器人
448,36,448,冰火巨人
451,0,449,小飞象
451,20,450,飞飞象
451,40,451,长耳飞象
454,0,452,布鲁蟹
454,20,453,凌厉蟹
454,40,454,格林双枪蟹
457,0,455,泡泡
457,20,456,水珠泡泡
457,40,457,肥皂泡泡
460,0,458,亚斯
460,20,459,亚斯克
460,40,460,亚帝斯克
461,,461,黑化念
462,,462,黑化巨翅金鹏
463,,463,变异库斯特
466,0,464,
466,20,465,
466,40,466,冰摩格
469,0,467,牧雷
469,20,468,雷纳
469,40,469,雷纳瑞
472,0,470,小魂鱼
472,20,471,魂光鱼
472,40,472,魂斗鱼
475,0,473,浮云娃娃
475,20,474,浮云斗士
475,40,475,浮云尊者
478,0,476,梦魇怪
478,20,477,梦魇使者
478,40,478,赤色梦魇
481,0,479,大灯
481,20,480,威波
481,40,481,酷波
484,0,482,年年兔
484,20,483,念念兔
484,40,484,魔力粉兔
487,0,485,吉祥虎
487,20,486,爆竹虎
487,40,487,尖钻虎王
490,0,488,饺子小娃
490,20,489,开心饺子
490,40,490,霸气饺子
493,0,491,小夕兽
493,20,492,关夕兽
493,40,493,年兽
496,0,494,绿叶小粽
496,20,495,粽子卫兵
496,40,496,蒙面大侠粽
499,0,497,黄金小粽
499,20,498,金色士兵
499,40,499,黄金粽总兵
500,,500,终结兔
501,,501,魔焰吉拉
502,,502,古渊露龙
503,,503,SR勇士
504,,504,先锋SR
505,,505,寒冰公主
506,,506,烈焰凤凰
509,0,507,小星猴
509,20,508,星云行者
509,40,509,星云大圣
512,0,510,原子
512,20,511,分子
512,40,512,小宇宙
514,0,513,饼饼
514,40,514,猪阿饼
516,0,515,酱酱
516,40,516,猪阿酱
519,0,517,调皮小狸
519,20,518,叛逆阿狸
519,40,519,大盗海狸
522,0,520,麦斗猪
522,20,521,麦斗队长
522,40,522,麦斗司令
523,,523,麦斗王
526,0,524,赛斯
526,20,525,塞亚斯
526,40,526,波塞亚斯
527,,527,奈乌达斯
530,0,528,暗黑蜥蜴
530,18,529,暗黑刺龙
530,36,530,暗黑角龙
533,0,531,绿翼鸟
533,20,532,两色鸟
533,40,533,犀牛鸟
536,0,534,小石妖
536,18,535,隆咚石妖
536,36,536,震天石魔
539,0,537,蓝小布
539,20,538,潜水小鲸
539,40,539,扬帆蓝鲸
542,0,540,绵绵鱼
542,20,541,星云鱼
542,40,542,彩翼飞鱼
545,0,543,小甲龙
545,20,544,铁甲龙
545,40,545,金甲龙兽
548,0,546,点点鱼
548,20,547,双箭鱼
548,40,548,蓝鳍海鲨
551,0,549,迪迪
551,20,550,迪比
551,40,551,迪奥
554,0,552,团团
554,20,553,团团猫
554,40,554,紫云长尾猫
557,0,555,小贝塔
557,20,556,河蟹贝塔
557,40,557,横行贝塔
560,0,558,暗黑扭扭
560,20,559,扭扭蛇妖
560,40,560,扭扭暗黑王
563,0,561,宝宝星
563,20,562,红宝星
563,40,563,蓝宝星
566,0,564,笑脸球球
566,20,565,独角海狮
566,40,566,利牙海狮
569,0,567,小雨滴
569,20,568,雨滴
569,40,569,雨天娃娃
571,0,570,蓝绒
571,36,571,蓝翎绒绒
574,0,572,棒球小蟹
574,20,573,牛仔小蟹
574,40,574,巨蟹魔法师
577,0,575,飞飞
577,20,576,飞飞马
577,40,577,飞云骑
580,0,578,金银球
580,20,579,小金小银
580,40,580,金银童子
583,0,581,火火狮
583,20,582,烈火狮
583,40,583,雷欧火狮
586,0,584,可可
586,18,585,可琳
586,36,586,可琳娜
589,0,587,小雷兽
589,20,588,雷兽
589,40,589,雷角兽
592,0,590,吉比
592,20,591,瑞比
592,40,592,拉比
595,0,593,三叶兽
595,20,594,花苞兽
595,40,595,花蕊精灵
598,0,596,利特
598,20,597,符利特
598,40,598,伊符利特
601,0,599,格纳
601,20,600,拉格纳
601,40,601,拉格纳罗斯
604,0,602,小念
604,20,603,幻念
604,40,604,念
605,,605,邪念
608,0,606,安德
608,20,607,安德鲁
608,40,608,安德鲁拉
609,,609,伊德鲁拉
612,0,610,卷卷羊
612,20,611,小羊驼
612,40,612,火纹羊驼
615,0,613,小蘑菇头
615,20,614,蘑菇娃娃
615,40,615,蓝魅娃娃
618,0,616,芽芽星
618,20,617,嫩芽星
618,40,618,小芽星
619,,619,雪精灵
620,,620,冰晶女巫
621,,621,冰山修罗
622,,622,冰蝠侠
624,0,623,白虎幼灵
624,40,624,白虎灵兽
627,0,625,雪糕仔
627,20,626,绿茶雪糕仔
627,40,627,樱桃雪糕仔
630,0,628,小蓝鳄
630,20,629,蓝刺鳄
630,40,630,蓝铁巨鳄
633,0,631,小威
633,20,632,威风
633,40,633,极速威锋
636,0,634,小白鸽
636,20,635,小信鸽
636,40,636,和平鸽
639,0,637,小月灵
639,20,638,弦月天灵
639,40,639,满月巨灵
641,0,640,小月兔
641,40,641,兔儿爷
642,,642,小鬼头
643,,643,魔灯鬼王
644,,644,巨斧鬼王
647,0,645,小玩具马
647,20,646,小卫兵马
647,40,647,胡桃卫兵
650,0,648,绿光兽
650,20,649,绿光小灵
650,40,650,绿光精灵
651,,651,小独角兽
652,,652,多多
653,,653,飞天独角兽
654,,654,仙林独角兽
655,,655,先哲独角兽
656,,656,铠甲独角兽
659,0,657,大眼怪
659,18,658,鬼脸怪
659,36,659,电击拳怪
662,0,660,雷亚
662,20,661,特雷亚
662,40,662,阿斯特雷亚
665,0,663,小天灵
665,20,664,玄光天灵
665,40,665,天之巨灵
668,0,666,小暗蝠
668,20,667,暗夜蝠
668,40,668,暗影夜蝠
670,0,669,小精灵鱼
670,40,670,精灵飞鱼
673,0,671,小童童
673,20,672,兵仔童童
673,40,673,勇士童童
675,0,674,丑小鸭
675,40,675,白天鹅
678,0,676,水晶小蝎
678,20,677,绿岩石蝎
678,40,678,赤砂巨蝎
679,,679,仔仔
682,0,680,小不点童心
682,20,681,童心
682,40,682,黑夜童心
685,0,683,螳螂小宝
685,20,684,利刃螳螂
685,40,685,巨镰螳螂
687,0,686,宇宙小子
687,38,687,宇宙侠
690,0,688,糖果小鬼
690,20,689,顽皮小妖
690,40,690,南瓜绅士
693,0,691,睡帽小幽灵
693,19,692,捣蛋幽灵
693,38,693,幽灵小巫
694,,694,皮皮
697,0,695,睡梦小呆
697,19,696,眯眼小呆
697,38,697,魔术小呆
698,,698,摩么卡
699,,699,魔幻摩卡
701,0,700,野绿
701,40,701,野绿战魂
704,0,702,冰封小射手
704,20,703,冰寒射手
704,40,704,冰霜射手
707,0,705,水水海豆
707,18,706,惊惊海豆
707,36,707,大力海豆
710,0,708,小海兽
710,20,709,蓝石海兽
710,40,710,紫晶海兽
711,0,335,小黑黑
711,40,711,达黑黑
712,0,336,小京京
712,40,712,白京京
715,0,713,灵龟
715,20,714,海灵龟
715,40,715,远古灵龟
720,0,718,小岩兵
720,20,719,符文岩兵
720,40,720,符文泰坦
721,,721,霹雳仔仔
722,,722,旋风皮皮
725,0,723,熊猫仔
725,20,724,熊猫小子
725,40,725,熊猫大侠
726,,726,尤亚
728,0,727,阿凯
728,40,728,凯撒
729,,729,雷霆仔仔
731,0,730,伊修
731,40,731,修罗
734,0,732,圣诞袜小兔
734,18,733,圣诞小雪兔
734,36,734,圣诞雪花兔
735,,735,护花雪兔
736,,736,赤羽修行者
737,,737,赤羽武士
738,,738,赤羽阴阳师
739,,739,赤羽忍者
741,0,740,朱雀幼灵
741,40,741,朱雀灵兽
742,,742,铁拳皮皮
744,0,743,小海妖
744,40,744,海之妖将
747,0,745,萝莉豆
747,20,746,豆豆
747,40,747,冰凌豆
750,0,748,贝克
750,20,749,贝克佩
750,40,750,贝克佩斯
753,0,751,幻虫
753,18,752,幻之蝶
753,36,753,迷幻之蝶
754,,754,游游
757,0,755,暴雪小子
757,20,756,暴雪使者
757,40,757,暴雪山神
760,0,758,摩羯小宝
760,20,759,锐角摩羯
760,40,760,圣铠摩羯
762,0,761,哈根拳手
762,36,762,哈根拳师
763,,763,小雪人
764,,764,圣诞小雪人
766,0,765,神蛋蛋
766,40,766,蛋蛋鹿
768,0,767,钢兵灵
768,40,768,超钢灵骑
769,,769,新年小雪人
771,0,770,小飞狐
771,40,771,赤影飞狐
773,0,772,元蛋蛋
773,40,773,福气蛋
775,0,774,帝龙宝宝
775,40,775,帝皇龙
778,0,776,炎
778,20,777,绯炎
778,40,778,红莲
779,,779,小黑侠
780,,780,天辉侠
781,,781,爆裂侠
782,,782,怒风侠
783,,783,霸气侠
785,0,784,铁盾豆丁
785,38,785,银盾卫士
787,0,786,六芒小宝
787,36,787,六芒守卫
788,,788,摩托游游
790,0,789,哔哔哔
790,36,790,天线哔哔哔
794,0,793,小奇灵
794,40,794,奇灵王
796,0,795,赤魔法师
796,40,796,赤魔导士
799,0,797,水瓶小娃
799,20,798,水瓶妹妹
799,40,799,水瓶莉莉
801,0,800,小小贝
801,40,801,贝贝龙
803,0,802,小兜兜
803,18,803,金圈兜兜
804,,804,战神兜兜
807,0,805,苍
807,20,806,苍染
807,40,807,苍蓝
811,0,810,汤圆圆
811,36,811,露馅汤圆
813,0,812,小萤萤
813,36,813,萤光虫
816,0,814,阿丸
816,20,815,丸少爷
816,40,816,丸将军
819,0,817,若希
819,20,818,圣光若希
819,40,819,天女若希
822,0,820,小丘丘
822,20,821,爱心丘丘
822,40,822,天使丘比特
824,0,823,礼盒小喵
824,36,824,糖心喵喵
826,0,825,阿地力
826,36,826,阿地力斯
828,0,827,小炎灵
828,40,828,炎之魔将
831,0,829,小双鱼
831,20,830,双鱼灵
831,40,831,双鱼游仙
834,0,832,小石灵
834,20,833,岩锁灵
834,40,834,巨锁石灵
836,0,835,兰亚
836,40,836,兰亚斯特
838,0,837,小红驹
838,40,838,赤兔马
840,0,839,麦提
840,40,840,神罗麦提
843,0,841,贝吉
843,20,842,贝吉塔
843,40,843,钻钻贝吉塔
845,0,844,布布兔
845,36,845,布丁兔
847,0,846,小白吐
847,40,847,大白吐
849,0,848,糖糖
849,40,849,神射手糖糖
852,0,850,风
852,20,851,卷风
852,40,852,碎风
853,,853,黄巾小兵
854,,854,张角
855,,855,张梁
857,0,856,木丸
857,40,857,佐佐木
859,0,858,阿缨
859,40,859,缨络
860,,860,关羽
863,0,861,啾啾啾
863,20,862,电啾啾
863,40,863,电光啾啾
865,0,864,摩摩兔
865,40,865,超T兔
868,0,866,花羊羊
868,20,867,木尔羊
868,40,868,阿瑞斯角羊
869,,869,通灵巫师
870,,870,利尾游游
872,0,871,艾一
872,40,872,白羽艾一
874,0,873,小火侠
874,40,874,火焰飞侠
876,0,875,丁灵
876,36,876,绿绒丁灵
878,0,877,咪奇奇
878,32,878,萌奇奇
880,0,879,猪小皮
880,40,880,霸气猪皮皮
882,0,881,瓜瓜鸡
882,38,882,无敌瓜瓜鸡
884,0,883,小超猪
884,40,884,猪猪超人
887,0,885,云
887,20,886,流云
887,40,887,凌云
891,0,890,刀灵
891,40,891,刀锋
894,,894,亚伦
895,,895,利克亚伦
897,0,896,贝琪
897,36,897,百变贝琪
899,0,898,小冰铠
899,40,899,冰铠力士
901,0,900,小星侠
901,40,901,星宇侠
903,0,902,地兽
903,38,903,震地巨兽
905,0,904,冰兽
905,40,905,冰爆巨兽
907,0,906,小闹钟
907,36,907,发条闹钟
910,0,908,小金牛
910,20,909,红披金牛
910,40,910,金甲战牛
912,0,911,木叶小兽
912,38,912,木叶战狮
913,,913,泽秒
914,,914,泽分
915,,915,泽时
917,0,916,小咕猫
917,36,917,咕噜猫
919,0,918,小奇奇
919,38,919,奇奇古
922,0,920,霜
922,20,921,冰霜
922,40,922,寒霜
924,0,923,小山竹
924,30,924,山竹娃娃
926,0,925,米果果
926,38,926,萌果果
928,0,927,小兵果果
928,40,928,勇士果果
931,0,929,小云
931,20,930,阿云
931,40,931,赵云
932,,932,小骑兵
934,0,933,若水
934,40,934,骑士若水
936,0,935,萧辰
936,40,936,骑士萧辰
938,0,937,瑞阳
938,40,938,骑士瑞阳
940,0,939,浩然
940,40,940,骑士浩然
942,0,941,萌萌
942,38,942,希萌
944,0,943,小风灵
944,40,944,风之灵将
946,0,945,紫小渊
946,40,946,紫渊
948,0,947,小风
948,40,948,刑风
950,0,949,飞飞机
950,36,950,喷气飞飞机
952,0,951,小布
952,40,952,布布鱼
955,0,953,小飞
955,20,954,阿飞
955,40,955,张飞
958,0,956,嘉嘉龙
958,20,957,嘉嘉龙太子
958,40,958,嘉嘉龙王
960,0,959,哈密密
960,36,960,哈密球球
962,0,961,叮叮
962,38,962,二叮
964,0,963,当当
964,38,964,瞌睡当当
967,0,965,岩
967,20,966,裂岩
967,40,967,巨岩
969,0,968,酷小勺
969,40,969,酷小星
971,0,970,冰冰
971,40,971,冰淇儿
973,0,972,小红魔
973,40,973,红魔
976,0,974,小亮
976,20,975,阿亮
976,40,976,诸葛亮
978,0,977,音符宝宝
978,32,978,音符仔
980,0,979,路比
980,38,980,路比比
982,0,981,小哆
982,40,982,哆克
984,0,983,小咪
984,40,984,咪儿
987,0,985,小羽蛇
987,20,986,羽蛇君
987,40,987,羽蛇神
989,0,988,喔喔鼓
989,32,989,电音鼓神
991,0,990,粽小小
991,36,991,粽小原
993,0,992,皮蛋蛋
993,36,993,皮蛋鸡
995,0,994,小灵龙
995,40,995,翡冷翠
997,0,996,贝儿
997,30,997,彩虹贝
998,,998,黑化病毒
999,,999,拉贝尔幻影
1000,,1000,阿努比斯
1001,,1001,变异库斯特
1002,,1002,妖态赤月
1004,0,1003,达克射击手
1004,36,1004,达克机枪手
1006,0,1005,卜卜兔
1006,36,1006,火箭卜卜兔
1008,0,1007,小木叶犬
1008,36,1008,暖风木叶犬
1010,0,1009,蝴蝶伊奴
1010,36,1010,蓝调伊奴
1012,0,1011,冥一
1012,36,1012,暗影冥一
1014,0,1013,木须刺猬
1014,36,1014,索尼克
1016,0,1015,假面考拉
1016,36,1016,超人考拉
1018,0,1017,卷尾松鼠
1018,36,1018,花轮松鼠
1020,0,1019,小红牛
1020,36,1020,冲锋神牛
1022,0,1021,电子鼠
1022,36,1022,双刃电子鼠
1024,0,1023,小炎鸟
1024,36,1024,焚炎鸟
1026,0,1025,小迅鸟
1026,36,1026,疾电鸟
1028,0,1027,紫翼小蝶
1028,36,1028,蓝蝶仙子
1030,0,1029,波音鹦鹉
1030,36,1030,超音鹦鹉
1032,0,1031,小拳袋鼠
1032,36,1032,铁拳袋鼠
1034,0,1033,小冰鸟
1034,36,1034,极冰鸟
1036,0,1035,小电鸟
1036,36,1036,狂雷鸟
1038,0,1037,火火鸡
1038,36,1038,烈火战斗鸡
1040,0,1039,小战狐
1040,36,1040,九尾战狐
1042,0,1041,豆丁钻钻鼠
1042,36,1042,重装钻钻鼠
1044,0,1043,蓝羽小燕
1044,36,1044,蓝羽海燕
1046,0,1045,星海小灵
1046,36,1046,星海舞灵
1048,0,1047,小冰鱼
1048,36,1048,寒冰鱼
1050,0,1049,箭鱼仔
1050,36,1050,箭鱼侠
1052,0,1051,小仙鹤
1052,36,1052,太极仙鹤
1054,0,1053,泡泡章鱼
1054,36,1054,泡泡炮章鱼
1056,0,1055,小风筝鱼
1056,36,1056,蓝冰魔鬼鱼
1058,0,1057,扛炮小龟
1058,36,1058,重炮龙龟
1060,0,1059,火焰海马
1060,36,1060,烈焰海马
1062,0,1061,铁甲小豚
1062,36,1062,坚甲河豚
1064,0,1063,小沙豹
1064,36,1064,潜沙豹
1066,0,1065,小霹雳犬
1066,36,1066,疾风霹雳犬
1068,0,1067,岩狮
1068,36,1068,狂战岩狮
1070,0,1069,冰冰熊
1070,36,1070,巨冰熊
1072,0,1071,小飞燕
1072,36,1072,飞飞燕
1074,0,1073,雷电企鹅
1074,36,1074,超电流企鹅
1076,0,1075,忍者小浣熊
1076,36,1076,忍者神猫
1078,0,1077,罗宾
1078,38,1078,罗宾斯
1080,0,1079,芽喵喵
1080,38,1080,野战喵
1082,0,1081,奇奇
1082,40,1082,奥奇
1084,0,1083,小战灵
1084,40,1084,战武巨神
1086,0,1085,小绿焰
1086,40,1086,绿焰
1093,0,1091,斗
1093,20,1092,斗将
1093,40,1093,斗神
1095,0,1094,呆呆狼
1095,32,1095,刀刀狼
1097,0,1096,小柠檬
1097,36,1097,柠檬果茶
1099,0,1098,小蜜桃
1099,36,1099,蜜桃果茶
1101,0,1100,ET
1101,40,1101,飞天ET
1103,0,1102,蓝怪怪
1103,40,1103,蓝小魔
1105,0,1104,小跳
1105,40,1105,淘小跳
1108,0,1106,吕小布
1108,20,1107,阿布
1108,40,1108,吕布
1110,0,1109,黑泽
1110,40,1110,黑尼尔
1112,0,1111,刀刀
1112,36,1112,飞刀超人
1114,0,1113,圆咕噜
1114,36,1114,皮噜噜
1116,0,1115,丁亚
1116,36,1116,迪亚
1118,0,1117,小影
1118,40,1118,幻影
